transaction_id,amount_usd,hour_of_day,txn_velocity_1h,account_age_days,failed_logins_7d,chargebacks_90d,country_mismatch,is_international,device_risk_score,ip_risk_score,merchant_risk_score,fraud
401,8.81,20,1,3219,0,0,0,0,47.4,0.0,28.8,0
402,12.32,13,0,3284,0,0,0,1,16.7,58.3,8.6,0
403,32.89,15,2,1505,0,0,0,1,21.7,49.2,22.7,0
404,49.89,18,1,822,0,0,0,0,33.1,39.0,43.4,0
405,112.28,0,0,1143,1,0,0,0,14.4,18.5,27.4,1
406,40.34,1,1,3611,1,0,0,1,5.6,6.6,45.5,0
407,43.73,3,1,3043,1,0,0,0,20.3,30.8,40.3,0
408,115.64,19,0,3203,0,1,0,0,44.0,4.7,44.9,0
409,16.1,21,1,3259,0,0,0,0,28.4,0.0,28.0,0
410,13.91,4,1,2992,0,0,0,0,36.3,19.9,28.9,0
411,19.49,3,1,1810,0,0,0,1,23.7,0.0,42.4,0
412,27.74,19,1,2171,0,0,0,0,0.0,50.9,0.0,0
413,151.2,20,1,1279,0,0,1,1,20.9,3.7,9.5,0
414,22.67,14,0,3177,0,0,0,1,16.0,4.2,22.9,0
415,85.26,22,0,1833,1,0,0,1,16.6,22.4,56.0,0
416,20.53,15,1,703,1,0,0,1,27.6,51.6,38.1,0
417,44.4,11,1,1628,0,0,0,0,27.4,32.7,41.6,0
418,51.68,2,1,3319,0,0,1,0,15.0,54.9,3.1,0
419,45.9,9,1,1929,0,0,0,1,49.2,17.0,41.7,0
420,54.64,20,2,3472,0,0,0,0,31.7,5.9,37.5,0
421,17.27,18,3,1690,0,0,0,1,29.4,24.2,62.8,0
422,96.05,9,2,1397,0,0,1,1,23.2,10.6,10.5,0
423,65.68,22,0,3260,1,0,0,0,47.4,7.7,34.7,0
424,17.09,9,0,2515,0,0,0,1,22.1,46.7,7.1,0
425,44.91,1,2,2466,0,0,0,0,53.1,28.8,34.0,0
426,12.7,20,1,503,0,0,0,1,45.2,19.7,24.7,0
427,32.33,20,2,847,1,0,0,0,16.3,0.0,55.5,0
428,11.74,6,1,2849,0,0,0,1,8.8,12.1,13.1,0
429,53.23,12,2,2689,0,0,0,0,17.7,28.4,30.3,0
430,321.02,20,1,912,1,0,0,0,30.8,0.8,38.8,0
431,97.19,2,2,3546,0,0,0,0,0.0,0.0,13.8,0
432,53.77,5,1,3569,1,0,0,0,34.8,36.4,6.0,0
433,14.55,0,0,946,0,0,0,0,30.4,10.2,36.3,0
434,40.62,22,1,1127,1,0,0,0,43.5,25.9,5.7,0
435,77.3,2,1,1102,0,0,0,0,19.5,34.0,0.0,0
436,27.92,7,2,2294,0,0,0,0,21.0,0.0,43.9,0
437,33.23,20,2,1712,0,0,0,1,22.7,46.0,34.9,0
438,,20,0,1937,1,0,0,0,38.1,21.9,17.6,0
439,15.11,14,1,789,1,0,0,0,21.1,35.6,16.4,0
440,6.83,0,2,2166,0,0,0,1,9.6,23.6,32.7,0
441,138.6,22,0,491,0,0,0,0,1.0,27.2,0.0,0
442,43.73,12,1,2571,1,1,0,0,26.9,16.3,20.6,0
443,53.5,0,0,3076,0,1,0,0,17.1,34.0,40.5,0
444,25.48,18,1,1426,0,0,0,0,8.7,0.0,30.6,0
445,9.31,10,0,790,0,1,0,0,51.4,7.5,48.3,0
446,34.49,7,1,3004,0,0,0,0,35.3,24.6,23.6,0
447,18.01,0,4,1064,0,0,0,1,7.4,23.8,21.3,0
448,13.79,1,0,515,1,0,0,0,6.5,34.6,33.6,0
449,31.32,22,1,3448,0,0,0,1,45.3,16.7,19.4,0
450,32.72,9,2,900,1,0,0,0,50.4,26.1,8.7,0
451,25.94,10,0,1688,0,0,0,0,21.4,21.6,65.4,0
452,16.13,13,2,2290,0,0,0,0,37.6,0.6,64.2,0
453,13.62,10,1,3383,0,0,0,1,14.3,7.1,55.5,0
454,30.12,1,0,1441,0,0,0,0,33.9,31.8,61.2,0
455,79.68,19,1,99,1,1,0,0,14.9,3.4,4.7,0
456,8.3,4,2,2030,0,0,1,0,21.2,17.5,,0
457,17.71,14,3,3531,0,0,0,0,13.3,23.2,23.8,0
458,26.31,14,0,627,0,0,1,1,17.1,23.1,17.1,0
459,26.39,3,2,2415,0,1,0,1,21.5,8.8,16.8,0
460,18.65,14,0,2613,0,0,0,0,14.9,0.0,53.2,0
461,140.16,4,0,3373,1,0,0,0,26.2,20.6,42.9,0
462,41.26,17,1,3549,1,0,0,0,35.8,10.2,40.5,0
463,13.62,17,2,281,1,0,0,0,38.4,35.0,20.9,0
464,6.65,7,0,23,0,0,0,0,13.3,43.1,,0
465,26.11,16,0,3038,1,0,0,0,42.1,29.1,0.0,0
466,97.86,13,1,970,0,0,0,0,26.4,21.8,36.2,0
467,34.96,6,0,3533,0,0,0,0,24.4,25.3,24.3,0
468,4.7,17,2,1396,0,0,0,0,8.0,36.4,3.0,0
469,9.96,1,2,260,0,0,0,0,28.1,12.9,52.3,0
470,33.06,15,0,1067,0,0,0,0,34.0,28.7,43.7,0
471,70.39,7,0,1975,0,0,0,0,14.1,15.9,17.5,0
472,33.54,17,1,2734,0,0,0,0,19.2,31.9,50.0,0
473,33.77,6,0,1345,0,0,0,0,15.6,29.6,31.6,0
474,70.7,1,0,2918,0,0,0,0,22.3,12.6,6.1,0
475,81.86,23,1,1894,0,0,0,0,17.8,11.1,39.6,0
476,17.44,15,0,1061,1,0,0,1,24.1,45.7,27.3,0
477,42.54,16,1,1753,1,0,0,0,13.2,49.6,46.0,0
478,13.93,4,0,2857,1,0,0,0,25.3,62.1,45.5,0
479,12.66,12,2,3592,0,0,0,0,17.5,13.0,40.7,0
480,47.97,9,1,3022,0,0,0,1,34.2,1.1,18.2,0
481,9.6,4,1,354,0,0,0,0,24.4,0.0,9.4,0
482,34.33,11,1,2434,0,0,0,0,41.7,26.7,0.0,0
483,38.53,10,1,2993,0,0,1,0,56.9,0.0,50.0,0
484,59.68,3,3,3396,0,0,0,0,7.4,8.1,0.0,0
485,11.94,20,2,1320,1,0,1,0,15.8,25.6,59.1,0
486,40.64,3,0,806,0,0,0,0,34.6,33.7,18.5,0
487,27.1,13,1,570,0,0,0,1,35.3,11.8,36.7,0
488,98.38,2,1,717,0,0,0,1,36.6,0.0,26.8,0
489,16.54,23,3,702,0,0,0,0,42.8,15.1,44.4,0
490,12.33,6,1,2656,0,0,0,0,28.9,34.8,0.0,0
491,44.71,20,0,2261,0,0,0,0,9.1,1.4,47.7,0
492,15.11,17,1,3,0,0,0,1,47.0,21.2,27.1,0
493,10.64,2,1,1327,1,0,0,0,29.6,52.8,30.4,0
494,62.06,7,2,2790,2,0,0,1,26.9,0.0,19.3,0
495,42.28,20,2,2314,0,0,0,0,9.9,29.2,14.3,0
496,2.49,13,2,3500,0,0,0,1,34.4,0.0,77.0,0
497,14.34,9,1,268,0,0,0,0,32.7,53.2,41.1,0
498,12.35,21,1,169,1,1,0,0,29.0,2.2,17.8,0
499,50.17,15,0,2239,1,0,0,0,10.9,37.2,30.9,0
500,97.32,4,1,1568,1,0,1,0,45.3,7.8,62.2,0
501,155.48,9,0,764,1,0,0,0,17.1,20.4,16.8,0
502,52.72,7,0,2657,0,0,0,0,32.2,0.0,55.7,0
503,12.47,21,0,3335,1,0,1,0,43.7,0.0,43.8,0
504,12.12,14,0,1777,0,0,0,0,17.7,18.2,63.2,0
505,13.98,21,4,2450,0,0,0,0,20.9,,49.7,0
506,44.32,0,3,2202,0,0,0,0,34.6,20.7,12.8,0
507,82.46,4,0,1825,0,0,0,0,41.3,8.4,16.4,0
508,6.46,15,1,370,0,0,0,0,42.3,38.0,,0
509,48.78,14,1,3151,2,0,0,0,6.9,24.1,4.6,0
510,62.95,3,3,432,1,0,0,0,36.3,6.1,45.0,0
511,38.58,2,1,1820,0,0,1,0,31.9,33.7,20.2,0
512,399.01,22,0,1362,1,0,0,1,1.0,13.9,59.0,0
513,45.98,9,0,3299,0,0,0,0,8.8,31.2,21.2,0
514,30.75,22,1,1115,2,0,0,0,23.6,14.4,13.5,0
515,48.83,17,0,2916,0,0,0,0,31.5,20.5,41.6,0
516,19.39,8,1,1340,0,0,0,0,52.5,19.5,2.7,0
517,12.44,11,1,17,1,0,0,0,,19.4,56.8,0
518,42.0,10,1,540,1,0,1,0,39.2,26.8,30.2,0
519,75.41,20,1,3094,0,0,0,0,24.4,39.7,13.7,0
520,24.83,15,1,15,0,0,0,0,32.2,13.8,5.7,0
521,62.84,19,3,1698,0,0,0,0,43.4,30.6,9.4,0
522,22.18,13,2,1160,1,0,0,0,21.4,0.0,22.9,0
523,110.51,17,3,2099,0,0,0,0,16.0,3.0,17.1,0
524,35.58,23,3,2796,1,2,0,0,25.1,77.6,0.0,0
525,45.95,13,0,3013,1,0,0,0,18.2,14.4,63.8,0
526,55.31,21,2,2838,0,0,1,0,4.7,2.9,25.1,0
527,10.16,11,2,56,0,0,0,1,3.0,12.7,45.5,0
528,25.9,20,0,3374,0,0,0,0,42.6,17.9,17.9,0
529,130.64,23,1,2601,0,0,0,1,7.7,16.9,73.7,0
530,30.85,11,2,1801,0,0,0,0,15.6,25.8,41.5,0
531,92.03,16,0,1563,0,0,0,0,18.0,19.4,10.3,0
532,,12,1,782,2,0,1,0,13.2,12.1,45.7,0
533,6.94,21,1,2298,1,0,0,0,4.6,16.8,37.4,0
534,52.77,4,2,3521,1,1,0,0,33.5,37.1,22.0,0
535,12.55,18,1,3190,0,0,0,1,28.6,11.4,14.9,0
536,36.93,20,0,2826,0,0,0,1,32.2,31.5,7.2,0
537,21.49,8,1,2875,1,0,0,0,39.2,18.0,42.1,0
538,30.49,10,1,1185,0,0,1,0,36.7,4.6,0.0,0
539,28.31,22,1,2777,0,0,0,1,14.5,0.0,38.1,0
540,36.38,17,0,434,0,0,0,0,36.7,27.9,0.0,0
541,20.93,16,1,1833,1,0,0,0,18.6,15.4,0.0,0
542,10.17,6,1,1561,0,0,0,0,52.4,35.6,20.7,0
543,13.36,2,0,841,0,0,0,0,13.7,25.4,21.2,0
544,,20,0,2804,0,0,0,0,24.7,36.8,19.2,0
545,119.06,2,2,1603,0,0,0,0,4.8,36.8,32.0,0
546,36.09,13,2,415,1,0,0,1,25.9,26.6,2.2,0
547,58.78,22,2,501,2,0,0,1,41.5,43.2,19.0,0
548,65.46,12,2,1052,0,0,0,0,53.3,16.0,59.8,0
549,10.05,14,0,3419,0,0,0,1,5.9,52.6,51.3,0
550,6.7,11,1,2932,0,0,0,0,29.1,16.4,38.5,0
551,28.76,5,1,3242,0,0,0,1,30.4,22.3,53.1,0
552,6.59,0,0,1617,0,0,0,1,24.5,47.6,34.4,0
553,24.1,9,1,403,0,0,0,0,34.8,43.4,0.0,0
554,9.18,15,2,2746,0,0,0,0,17.5,27.6,2.2,0
555,18.19,16,3,2961,0,0,0,0,5.4,34.3,29.9,0
556,16.43,8,4,2557,0,0,0,1,15.8,58.7,42.6,0
557,45.42,8,0,947,0,0,1,0,43.7,0.0,13.9,0
558,17.85,14,1,2627,1,0,0,0,18.8,29.2,30.6,0
559,11.96,19,1,527,1,0,0,0,41.6,41.1,30.2,0
560,31.16,18,1,701,0,0,0,0,34.8,8.8,31.8,0
561,321.74,13,1,2906,0,0,0,1,0.0,34.4,34.1,0
562,44.44,9,1,1564,0,0,0,0,11.4,15.9,57.4,0
563,6.32,12,2,600,0,0,0,0,30.4,22.3,55.7,0
564,32.23,2,1,2970,0,0,0,1,31.5,2.0,17.3,0
565,234.36,19,1,3223,0,0,0,0,45.6,51.3,11.2,0
566,34.31,13,1,184,0,0,0,0,30.6,35.5,22.9,0
567,83.47,1,1,2460,0,0,0,0,48.3,4.1,8.5,0
568,72.83,10,0,1560,0,0,0,0,17.7,0.0,0.0,0
569,,11,1,1689,0,0,0,1,26.7,21.0,57.0,0
570,69.45,5,2,452,0,0,0,0,35.2,24.4,56.4,0
571,37.57,18,0,1689,0,0,0,0,28.6,3.7,39.9,0
572,25.86,16,2,2609,0,0,1,1,33.9,21.6,25.6,0
573,23.98,1,3,1633,0,0,0,0,9.8,30.3,68.9,0
574,32.99,20,2,1193,0,0,0,0,27.3,35.2,,0
575,42.17,5,0,2125,0,0,1,0,25.9,22.9,0.0,0
576,10.8,17,0,2547,0,0,0,1,31.4,26.2,21.4,0
577,23.94,17,1,3147,1,0,0,0,13.5,41.2,44.2,0
578,29.01,19,0,2076,0,0,0,0,44.8,32.1,0.0,0
579,32.66,23,0,515,0,0,0,0,32.7,0.0,49.0,0
580,23.39,12,1,1875,0,0,0,0,12.2,0.0,1.8,0
581,57.12,9,0,1915,0,0,0,0,38.1,0.0,39.1,0
582,27.57,20,0,405,0,0,0,1,25.9,14.5,25.1,0
583,22.19,19,3,78,0,0,0,1,,22.4,25.4,0
584,11.14,22,2,756,0,0,0,0,38.6,19.7,39.1,0
585,16.09,13,2,2385,1,0,0,1,12.5,26.0,39.7,0
586,36.01,12,2,2800,0,0,0,1,21.1,3.1,,0
587,32.96,22,0,3007,0,0,0,1,13.8,40.5,22.4,0
588,5.87,16,2,1536,0,0,0,0,44.1,31.1,8.8,0
589,62.77,13,3,2662,0,0,0,0,29.1,24.0,37.6,0
590,17.08,3,1,2982,0,0,0,1,33.4,10.6,22.1,0
591,14.56,16,2,3292,0,0,0,0,34.3,0.0,,0
592,73.1,15,0,2311,0,0,0,0,18.7,62.6,56.4,0
593,76.0,6,1,2356,0,0,0,0,23.3,19.2,,0
594,16.96,17,1,3190,0,0,0,0,27.3,15.4,35.7,0
595,22.54,23,1,1311,0,0,0,0,20.4,0.0,27.6,0
596,11.25,18,2,979,0,0,1,0,17.6,36.8,20.4,0
597,57.48,21,3,1507,0,0,0,0,17.3,30.2,8.7,0
598,61.79,23,5,1927,0,0,0,0,8.8,51.1,33.4,0
599,21.09,5,0,788,0,0,0,0,13.6,5.0,48.9,0
600,91.23,21,2,2233,0,1,0,1,23.9,0.0,32.2,0
601,62.48,23,0,1005,0,0,0,0,1.8,29.1,34.3,0
602,27.14,3,0,3629,1,0,0,0,31.7,34.4,20.8,0
603,53.37,12,2,3321,1,0,1,0,35.5,26.7,30.8,0
604,7.97,12,2,1609,0,0,0,0,10.7,2.1,29.7,0
605,24.28,8,4,298,0,0,0,0,22.9,38.0,18.4,0
606,36.65,14,3,1430,0,0,0,0,32.0,0.0,76.8,0
607,29.72,1,2,246,0,0,0,0,6.7,14.3,42.3,0
608,154.46,1,1,1844,2,0,0,0,63.4,20.2,25.5,0
609,38.41,10,0,1144,0,0,0,0,32.5,29.9,17.8,0
610,40.17,21,0,124,2,0,0,0,,46.2,24.9,0
611,10.36,11,2,471,1,0,0,0,48.6,24.3,11.4,0
612,25.79,23,1,604,1,0,0,0,41.3,23.7,17.9,0
613,16.01,14,0,1992,0,0,0,1,34.8,9.4,,0
614,196.18,6,2,1438,0,0,0,0,37.1,53.3,12.2,0
615,21.49,7,5,3308,0,0,0,0,38.4,40.5,45.3,0
616,32.96,3,1,2282,1,0,0,0,17.1,14.5,4.1,0
617,79.25,22,1,1461,0,0,0,0,26.9,10.0,4.5,0
618,50.67,22,3,3144,0,0,0,0,16.9,24.6,55.0,0
619,9.69,15,2,1985,2,0,0,0,20.5,31.2,56.4,0
620,49.94,10,1,2425,0,0,1,0,30.4,36.8,55.4,0
621,52.89,11,1,3301,0,0,0,0,1.3,19.3,42.4,0
622,25.91,7,0,646,1,0,0,0,27.4,0.0,28.6,0
623,43.44,20,2,447,0,0,0,1,32.0,0.0,31.2,0
624,,2,0,2181,0,0,0,0,28.1,33.8,69.8,0
625,9.89,2,1,344,0,0,0,0,4.6,16.1,37.5,0
626,19.09,21,1,3637,0,0,1,1,26.6,14.8,52.1,0
627,30.46,6,0,3425,0,0,0,1,42.8,59.3,21.6,0
628,18.74,2,4,2343,0,0,1,0,43.3,36.6,14.5,0
629,46.12,1,0,426,0,1,1,0,26.7,15.7,10.0,0
630,66.79,15,2,1847,1,0,1,0,5.1,21.2,29.1,0
631,37.29,14,3,1354,0,0,0,0,24.9,44.7,70.4,0
632,22.24,4,2,2319,0,0,0,1,4.7,20.3,48.7,0
633,89.15,21,2,3431,1,0,0,0,27.6,13.3,45.8,0
634,,6,1,3202,0,0,0,0,14.8,26.7,56.0,0
635,39.76,9,1,996,0,0,0,0,27.6,40.9,22.0,0
636,16.27,17,0,1614,0,0,0,0,10.4,6.0,11.6,0
637,25.18,7,2,3425,0,0,0,0,30.5,30.3,13.5,0
638,66.59,19,2,1172,1,0,0,0,25.6,33.9,23.1,0
639,54.32,3,0,2498,0,0,0,0,10.6,0.0,4.6,0
640,25.8,6,0,531,1,0,0,1,42.9,11.6,16.9,0
641,30.16,18,1,1010,0,0,0,1,12.1,28.0,18.7,0
642,35.13,6,0,3034,1,0,0,1,38.2,16.3,61.8,0
643,14.11,13,1,713,0,0,0,0,7.4,32.4,54.7,0
644,25.84,7,3,2148,1,0,0,0,1.3,22.7,0.0,0
645,19.9,14,0,3413,0,1,0,0,19.6,46.2,29.3,0
646,9.89,12,1,649,0,0,0,0,37.5,23.7,40.2,0
647,33.84,5,2,1747,1,0,1,0,15.3,28.8,18.6,0
648,26.71,13,0,316,0,0,0,0,31.9,27.7,35.7,0
649,9.29,14,0,1040,0,0,0,0,,3.5,35.5,0
650,15.86,17,1,3454,1,0,0,0,33.6,28.3,37.5,0
651,27.95,22,1,1187,2,0,0,0,43.4,2.9,47.1,0
652,2.97,2,1,2766,1,0,0,0,33.2,3.9,22.0,0
653,34.72,11,0,2108,0,0,0,0,8.0,0.0,50.6,0
654,37.09,15,1,2306,0,0,1,0,21.1,54.1,11.4,0
655,50.36,4,1,3026,0,0,0,1,24.3,51.8,43.9,0
656,18.61,4,2,1526,0,0,0,0,8.7,23.0,38.5,0
657,9.6,11,2,111,0,0,0,1,0.0,4.0,0.9,0
658,49.53,5,0,459,0,0,0,0,22.3,33.5,54.0,0
659,9.97,23,2,2763,0,1,0,0,21.0,15.0,0.0,0
660,46.19,0,3,1264,0,0,0,0,21.0,8.2,41.2,0
661,17.45,9,3,2647,0,0,0,0,42.9,44.1,50.6,0
662,13.33,0,3,105,0,0,0,0,40.0,17.7,7.8,0
663,37.92,5,0,3452,0,0,0,0,45.5,16.3,0.0,0
664,73.54,9,2,357,0,1,0,0,37.5,0.0,3.9,0
665,26.43,8,1,37,0,0,0,0,6.4,32.8,73.6,0
666,24.62,9,1,2719,1,0,0,1,0.0,27.5,26.3,0
667,7.76,1,2,3538,1,0,0,0,23.7,37.4,42.2,0
668,58.26,5,3,1213,0,0,0,0,42.1,19.9,38.0,0
669,31.76,17,2,2429,0,0,0,0,35.6,9.8,31.6,0
670,24.11,23,0,145,0,0,0,0,22.2,0.0,37.0,0
671,85.35,22,2,2214,0,0,0,0,32.6,20.9,37.4,0
672,8.55,21,0,458,0,0,0,0,13.0,60.1,39.9,0
673,20.01,15,0,59,1,0,0,0,33.0,16.5,22.2,0
674,30.08,15,1,962,1,0,0,1,43.9,0.0,30.9,0
675,23.65,20,0,788,0,0,0,0,34.7,20.5,44.7,0
676,4.27,4,0,2998,0,0,0,0,35.2,15.4,17.7,0
677,39.63,1,0,1980,0,0,0,1,16.3,31.1,0.0,0
678,29.24,8,4,1621,0,0,0,1,29.8,43.4,34.4,0
679,67.26,4,1,2864,0,0,0,1,21.4,42.3,0.0,0
680,153.22,14,0,1536,0,0,0,0,24.1,9.2,44.8,0
681,25.78,13,0,196,0,1,0,0,22.0,21.5,22.8,0
682,40.75,0,0,1518,0,0,0,0,27.1,53.4,27.4,0
683,36.69,13,2,1150,0,0,1,0,25.6,49.1,41.8,0
684,34.32,6,4,1057,0,0,0,0,14.1,22.8,20.8,1
685,26.83,3,1,1449,1,0,0,0,15.6,48.1,0.0,0
686,40.82,5,2,2026,0,0,0,0,29.6,0.0,40.5,0
687,73.89,6,0,1528,0,0,0,0,37.5,17.3,59.2,0
688,15.19,1,4,2693,0,0,0,0,38.0,6.0,62.6,0
689,137.1,9,1,141,1,0,0,1,50.1,29.5,32.0,0
690,44.93,10,2,76,0,0,0,0,4.2,19.8,15.1,0
691,38.18,6,3,1240,0,0,1,0,35.8,15.5,41.3,0
692,4.96,21,0,782,0,0,0,0,23.9,36.3,0.0,0
693,29.71,7,1,1311,0,1,0,0,17.0,0.5,57.9,0
694,13.73,9,0,245,0,0,1,0,46.9,0.0,3.5,0
695,47.44,3,0,719,0,0,0,0,16.7,24.1,16.1,0
696,64.36,18,5,1257,0,0,0,0,22.8,2.2,51.7,0
697,75.18,12,1,101,1,0,0,0,35.5,11.9,16.9,0
698,26.23,16,2,2194,0,0,0,0,26.7,8.0,45.0,0
699,28.23,1,1,1972,0,0,0,0,13.8,50.0,31.3,0
700,42.51,13,0,1401,0,0,0,0,16.9,49.0,0.0,0
701,5.59,6,0,854,0,0,0,0,47.6,41.9,15.8,0
702,21.18,10,1,2584,0,0,0,0,5.0,39.9,3.7,0
703,19.41,17,4,2292,0,0,0,0,52.9,9.4,39.6,0
704,45.45,7,3,1436,0,0,0,0,17.8,19.9,73.7,0
705,20.78,1,2,3186,1,0,0,0,50.9,0.0,55.7,0
706,54.33,19,0,2267,0,0,0,0,33.6,17.5,36.5,0
707,25.68,13,1,3286,1,0,0,0,,22.8,39.4,0
708,59.4,6,1,3020,1,0,0,0,58.6,0.0,25.1,0
709,176.74,19,1,170,2,0,0,1,10.7,1.8,34.0,0
710,104.21,0,2,2126,3,0,0,0,11.4,10.4,17.4,0
711,63.92,5,0,3275,1,0,0,0,21.1,19.4,26.8,0
712,74.87,14,0,182,0,0,0,1,15.4,10.2,27.0,0
713,22.36,20,1,2524,0,0,0,0,29.9,40.8,28.9,0
714,,23,1,231,0,0,0,1,14.7,11.2,57.8,0
715,15.23,0,2,102,1,0,0,0,57.6,14.9,25.9,0
716,35.04,17,0,694,0,0,1,0,29.0,22.7,51.1,0
717,97.39,13,1,3341,2,0,0,0,36.2,5.8,31.4,0
718,16.72,10,0,596,0,0,0,0,,13.1,28.3,0
719,43.59,14,1,428,1,0,0,1,34.7,60.1,31.8,0
720,11.05,20,1,2418,1,0,0,1,18.2,12.8,59.6,0
721,11.32,0,2,2291,1,0,0,0,3.5,0.6,41.9,1
722,59.51,20,1,34,0,0,1,0,30.5,13.3,29.3,0
723,17.3,13,1,577,1,1,0,0,,34.8,41.4,0
724,16.91,12,4,1624,0,0,0,0,17.0,0.0,44.5,0
725,145.53,14,1,1864,1,0,0,0,24.3,22.8,11.8,0
726,31.66,8,1,1104,0,0,0,0,18.9,1.6,12.7,0
727,28.92,0,1,2118,0,0,0,0,37.8,12.8,27.0,0
728,24.94,4,3,1413,0,0,0,0,25.5,0.0,19.0,0
729,41.77,20,0,3040,1,0,0,1,22.0,41.0,5.6,0
730,17.01,17,1,1916,0,0,0,0,0.0,2.9,28.8,0
731,31.37,0,2,617,0,0,0,0,26.3,22.2,2.2,0
732,71.48,3,1,2281,1,0,0,0,7.1,39.1,39.1,0
733,23.18,20,2,2090,0,0,0,1,37.8,0.0,47.6,0
734,4.47,6,3,907,0,0,0,0,33.7,16.0,16.6,0
735,17.74,20,0,782,0,0,0,0,23.1,20.8,58.7,0
736,55.39,14,0,3217,0,0,0,1,43.0,0.0,52.1,0
737,73.46,16,1,1459,2,0,1,1,36.6,11.5,34.5,0
738,40.08,14,0,2099,0,1,0,0,35.8,29.6,28.7,0
739,93.87,11,0,2910,0,0,0,0,17.9,38.6,57.0,0
740,13.04,23,2,1053,0,0,0,1,46.6,0.7,66.9,0
741,83.35,23,0,1618,0,0,0,0,27.7,17.8,70.0,0
742,35.44,2,2,1333,0,0,0,0,19.6,19.2,46.3,0
743,51.46,10,0,798,0,1,0,0,7.0,17.4,0.0,0
744,3.04,15,0,3050,0,0,1,0,0.0,36.2,0.0,0
745,61.19,3,2,2827,1,0,0,0,11.8,13.9,44.3,0
746,36.1,15,0,3363,0,0,0,0,18.4,23.7,31.1,0
747,137.92,0,1,193,0,0,0,1,29.1,22.7,13.7,0
748,34.83,11,1,2126,0,0,0,0,28.1,20.1,57.4,0
749,13.75,9,4,3566,1,0,0,1,11.6,39.4,10.4,0
750,15.76,14,0,3340,2,0,0,0,32.0,27.0,58.4,0
751,41.45,7,0,3235,1,0,0,0,36.7,42.2,11.1,0
752,38.33,15,0,2648,0,0,0,0,7.4,42.1,16.6,0
753,18.04,13,2,289,1,0,0,0,28.0,22.3,14.9,0
754,12.75,22,2,1167,0,1,0,0,14.8,4.0,36.3,0
755,100.77,18,0,2529,0,0,0,1,18.9,22.0,57.7,0
756,24.76,9,0,1774,1,0,0,1,6.8,31.8,32.5,0
757,28.37,14,1,332,0,0,0,0,0.0,35.1,27.6,0
758,19.56,7,1,1075,0,0,0,0,1.5,32.3,36.0,0
759,91.72,11,1,1293,1,0,0,0,38.6,23.2,33.3,0
760,73.14,6,0,2232,1,0,0,0,0.0,10.8,54.7,0
761,13.23,14,3,3635,3,0,0,0,27.4,11.3,34.1,0
762,28.18,1,1,2281,0,0,0,0,38.3,11.9,19.0,0
763,14.33,14,1,1600,0,0,0,0,43.5,0.0,6.1,0
764,132.09,18,1,3408,0,0,1,0,25.2,33.4,,0
765,42.72,10,0,3292,0,0,0,1,15.8,23.8,48.3,0
766,23.95,7,2,3253,0,0,0,0,83.8,49.0,58.5,0
767,22.87,13,1,2022,0,0,0,0,26.4,2.0,18.8,0
768,46.31,12,3,898,0,0,0,0,0.0,16.7,38.9,0
769,24.61,1,3,1011,0,0,0,0,51.1,41.3,65.0,0
770,102.94,15,0,668,0,0,0,0,27.3,39.7,43.5,0
771,14.28,6,1,634,0,0,0,0,4.4,22.9,0.0,0
772,11.16,7,1,2687,0,0,0,0,3.3,20.9,14.1,0
773,92.61,17,1,777,0,0,0,0,18.3,34.4,8.9,0
774,21.32,13,1,2531,0,1,1,0,60.8,15.3,25.4,0
775,93.31,14,2,1647,2,0,0,0,33.3,10.9,36.8,0
776,60.58,11,1,126,0,0,0,0,7.2,19.0,26.4,0
777,10.11,21,0,1137,1,0,0,0,2.5,28.4,22.3,0
778,18.4,5,1,249,0,0,0,0,35.6,28.5,53.4,0
779,31.17,19,1,113,0,0,0,0,0.0,60.4,,0
780,25.12,5,1,3161,2,0,1,0,27.4,0.0,6.0,0
781,38.18,19,1,3370,0,0,0,0,19.2,18.9,14.1,0
782,18.36,20,1,1884,1,0,0,1,26.1,27.6,0.0,0
783,28.0,0,1,220,0,0,0,0,41.7,33.2,69.8,0
784,66.77,13,2,3354,1,0,0,0,30.0,36.7,72.9,0
785,87.04,12,0,1831,0,0,0,0,17.0,44.4,42.1,0
786,15.93,9,1,2141,0,0,0,0,18.6,55.3,21.4,0
787,24.89,5,3,655,1,0,0,0,5.1,0.0,23.2,0
788,27.07,2,2,783,0,0,0,1,43.6,0.0,51.5,0
789,10.18,5,0,404,0,0,0,0,32.5,43.4,53.3,0
790,63.46,2,0,1922,0,0,0,1,48.2,41.1,0.0,0
791,47.08,20,0,742,0,0,0,0,0.0,19.8,63.8,0
792,45.47,8,0,1706,0,0,0,0,28.1,23.5,30.3,0
793,27.43,11,2,1391,0,0,0,1,8.4,40.8,54.1,0
794,60.12,15,1,363,2,0,0,0,6.0,26.4,23.7,0
795,64.76,14,2,2327,0,0,0,0,24.2,10.7,6.1,0
796,75.79,2,1,352,1,0,0,1,21.9,39.5,13.1,0
797,,23,0,1445,1,0,0,0,30.2,29.5,25.6,0
798,39.63,16,1,1990,1,0,0,1,29.6,38.7,18.1,0
799,21.95,15,0,1742,2,0,0,1,45.7,16.2,29.5,0
800,23.14,0,3,1021,2,0,0,0,30.9,1.5,4.6,0
801,,19,1,2520,0,0,0,1,48.0,8.7,39.2,0
802,31.28,14,0,872,0,0,0,0,,44.6,36.1,0
803,26.5,15,0,2358,0,0,0,0,21.8,7.2,56.4,0
